"version","commit","scenario","variable","units","year","value"
"3.5.0",NA,"ssp245","gmst","degC",1874,-0.0942772098855223
"3.5.0",NA,"ssp245","gmst","degC",1875,-0.0902782410293613
"3.5.0",NA,"ssp245","gmst","degC",1876,-0.0861501473640153
"3.5.0",NA,"ssp245","gmst","degC",1877,-0.0791538162578643
"3.5.0",NA,"ssp245","gmst","degC",1878,-0.0718231298142363
"3.5.0",NA,"ssp245","gmst","degC",1879,-0.0661090042428703
"3.5.0",NA,"ssp245","gmst","degC",1880,-0.0648238678789233
"3.5.0",NA,"ssp245","gmst","degC",1881,-0.0638324991431253
"3.5.0",NA,"ssp245","gmst","degC",1882,-0.0589823947497883
"3.5.0",NA,"ssp245","gmst","degC",1883,-0.0985506400804673
"3.5.0",NA,"ssp245","gmst","degC",1884,-0.262109719443073
"3.5.0",NA,"ssp245","gmst","degC",1885,-0.293966964808358
"3.5.0",NA,"ssp245","gmst","degC",1886,-0.255349910343215
"3.5.0",NA,"ssp245","gmst","degC",1887,-0.220347346002575
"3.5.0",NA,"ssp245","gmst","degC",1888,-0.184445180097043
"3.5.0",NA,"ssp245","gmst","degC",1889,-0.15269517848026
"3.5.0",NA,"ssp245","gmst","degC",1890,-0.14013177057321
"3.5.0",NA,"ssp245","gmst","degC",1891,-0.146197037457577
"3.5.0",NA,"ssp245","gmst","degC",1892,-0.135260435046042
"3.5.0",NA,"ssp245","gmst","degC",1893,-0.114943847946238
"3.5.0",NA,"ssp245","gmst","degC",1894,-0.0991712726305033
"3.5.0",NA,"ssp245","gmst","degC",1895,-0.0870488517157293
"3.5.0",NA,"ssp245","gmst","degC",1896,-0.0772420903822463
"3.5.0",NA,"ssp245","gmst","degC",1897,-0.0699399478102423
"3.5.0",NA,"ssp245","gmst","degC",1898,-0.0640635001876373
"3.5.0",NA,"ssp245","gmst","degC",1899,-0.0605158488417373
"3.5.0",NA,"ssp245","gmst","degC",1900,-0.0575805736822093
"3.5.0",NA,"ssp245","gmst","degC",1901,-0.0544473145705423
"3.5.0",NA,"ssp245","gmst","degC",1902,-0.0602335723619113
"3.5.0",NA,"ssp245","gmst","degC",1903,-0.135001152869244
"3.5.0",NA,"ssp245","gmst","degC",1904,-0.158996448541746
"3.5.0",NA,"ssp245","gmst","degC",1905,-0.141890837881599
"3.5.0",NA,"ssp245","gmst","degC",1906,-0.118799335086907
"3.5.0",NA,"ssp245","gmst","degC",1907,-0.114129889741866
"3.5.0",NA,"ssp245","gmst","degC",1908,-0.105293709417429
"3.5.0",NA,"ssp245","gmst","degC",1909,-0.0920192401062493
"3.5.0",NA,"ssp245","gmst","degC",1910,-0.0825197570535083
"3.5.0",NA,"ssp245","gmst","degC",1911,-0.0739471757904783
"3.5.0",NA,"ssp245","gmst","degC",1912,-0.10542347524432
"3.5.0",NA,"ssp245","gmst","degC",1913,-0.139214622679022
"3.5.0",NA,"ssp245","gmst","degC",1914,-0.13305916027581
"3.5.0",NA,"ssp245","gmst","degC",1915,-0.111145462736694
"3.5.0",NA,"ssp245","gmst","degC",1916,-0.0936500372824663
"3.5.0",NA,"ssp245","gmst","degC",1917,-0.0818033258133533
"3.5.0",NA,"ssp245","gmst","degC",1918,-0.0722664231173723
"3.5.0",NA,"ssp245","gmst","degC",1919,-0.0597300485115513
"3.5.0",NA,"ssp245","gmst","degC",1920,-0.0514745682263963
"3.5.0",NA,"ssp245","gmst","degC",1921,-0.0392611700263603
"3.5.0",NA,"ssp245","gmst","degC",1922,-0.0380403672574793
"3.5.0",NA,"ssp245","gmst","degC",1923,-0.0393138510639633
"3.5.0",NA,"ssp245","gmst","degC",1924,-0.0322320895953473
"3.5.0",NA,"ssp245","gmst","degC",1925,-0.0253721906427613
"3.5.0",NA,"ssp245","gmst","degC",1926,-0.0196872237618213
"3.5.0",NA,"ssp245","gmst","degC",1927,-0.0167310270772973
"3.5.0",NA,"ssp245","gmst","degC",1928,-0.0157102625820133
"3.5.0",NA,"ssp245","gmst","degC",1929,-0.0298714691428283
"3.5.0",NA,"ssp245","gmst","degC",1930,-0.0241342185765433
"3.5.0",NA,"ssp245","gmst","degC",1931,-0.0108127493877733
"3.5.0",NA,"ssp245","gmst","degC",1932,-0.00909988313595733
"3.5.0",NA,"ssp245","gmst","degC",1933,-0.000179567859872332
"3.5.0",NA,"ssp245","gmst","degC",1934,0.00820999865482766
"3.5.0",NA,"ssp245","gmst","degC",1935,0.0132716685028907
"3.5.0",NA,"ssp245","gmst","degC",1936,0.0150317759311267
"3.5.0",NA,"ssp245","gmst","degC",1937,0.0151110182955047
"3.5.0",NA,"ssp245","gmst","degC",1938,0.0195085687495747
"3.5.0",NA,"ssp245","gmst","degC",1939,0.0213515943604347
"3.5.0",NA,"ssp245","gmst","degC",1940,0.0207111658956087
"3.5.0",NA,"ssp245","gmst","degC",1941,0.0198919142117997
"3.5.0",NA,"ssp245","gmst","degC",1942,0.0188097064716827
"3.5.0",NA,"ssp245","gmst","degC",1943,0.0190590290145727
"3.5.0",NA,"ssp245","gmst","degC",1944,0.0211612811371477
"3.5.0",NA,"ssp245","gmst","degC",1945,0.0290788934658357
"3.5.0",NA,"ssp245","gmst","degC",1946,0.0374288018258077
"3.5.0",NA,"ssp245","gmst","degC",1947,0.0405020921603277
"3.5.0",NA,"ssp245","gmst","degC",1948,0.0416643729610837
"3.5.0",NA,"ssp245","gmst","degC",1949,0.0442982654697207
"3.5.0",NA,"ssp245","gmst","degC",1950,0.0424261295694877
"3.5.0",NA,"ssp245","gmst","degC",1951,0.0420418237121047
"3.5.0",NA,"ssp245","gmst","degC",1952,0.0421673658101997
"3.5.0",NA,"ssp245","gmst","degC",1953,0.0425054581611017
"3.5.0",NA,"ssp245","gmst","degC",1954,0.0444882401542867
"3.5.0",NA,"ssp245","gmst","degC",1955,0.0441176601209407
"3.5.0",NA,"ssp245","gmst","degC",1956,0.0412731624935887
"3.5.0",NA,"ssp245","gmst","degC",1957,0.0378886320920247
"3.5.0",NA,"ssp245","gmst","degC",1958,0.0388918903599597
"3.5.0",NA,"ssp245","gmst","degC",1959,0.0396933556659237
"3.5.0",NA,"ssp245","gmst","degC",1960,0.0402454435293777
"3.5.0",NA,"ssp245","gmst","degC",1961,0.0319027841569997
"3.5.0",NA,"ssp245","gmst","degC",1962,0.0135111555740097
"3.5.0",NA,"ssp245","gmst","degC",1963,-0.0665525627301343
"3.5.0",NA,"ssp245","gmst","degC",1964,-0.121648468473618
"3.5.0",NA,"ssp245","gmst","degC",1965,-0.131113685940997
"3.5.0",NA,"ssp245","gmst","degC",1966,-0.0992143525537793
"3.5.0",NA,"ssp245","gmst","degC",1967,-0.0878154022832353
"3.5.0",NA,"ssp245","gmst","degC",1968,-0.0748132234668293
"3.5.0",NA,"ssp245","gmst","degC",1969,-0.0558953447045213
"3.5.0",NA,"ssp245","gmst","degC",1970,-0.0418463953320583
"3.5.0",NA,"ssp245","gmst","degC",1971,-0.0375211132714163
"3.5.0",NA,"ssp245","gmst","degC",1972,-0.0281491927097853
"3.5.0",NA,"ssp245","gmst","degC",1973,-0.00858325861238932
"3.5.0",NA,"ssp245","gmst","degC",1974,0.00772530428581167
"3.5.0",NA,"ssp245","gmst","degC",1975,-0.000893146240574322
"3.5.0",NA,"ssp245","gmst","degC",1976,0.0115949286383007
"3.5.0",NA,"ssp245","gmst","degC",1977,0.0352563425991707
"3.5.0",NA,"ssp245","gmst","degC",1978,0.0600791848060847
"3.5.0",NA,"ssp245","gmst","degC",1979,0.0816972361660277
"3.5.0",NA,"ssp245","gmst","degC",1980,0.0989661779934257
"3.5.0",NA,"ssp245","gmst","degC",1981,0.116450788962643
"3.5.0",NA,"ssp245","gmst","degC",1982,0.112453264610219
"3.5.0",NA,"ssp245","gmst","degC",1983,0.0714599632599567
"3.5.0",NA,"ssp245","gmst","degC",1984,0.0797999677639147
"3.5.0",NA,"ssp245","gmst","degC",1985,0.114069240033732
"3.5.0",NA,"ssp245","gmst","degC",1986,0.14656207038042
"3.5.0",NA,"ssp245","gmst","degC",1987,0.177858489180644
"3.5.0",NA,"ssp245","gmst","degC",1988,0.210751614314502
"3.5.0",NA,"ssp245","gmst","degC",1989,0.244207790868676
"3.5.0",NA,"ssp245","gmst","degC",1990,0.273696775238409
"3.5.0",NA,"ssp245","gmst","degC",1991,0.245872592946143
"3.5.0",NA,"ssp245","gmst","degC",1992,0.124287639895894
"3.5.0",NA,"ssp245","gmst","degC",1993,0.104756872460883
"3.5.0",NA,"ssp245","gmst","degC",1994,0.164773284307418
"3.5.0",NA,"ssp245","gmst","degC",1995,0.23715991126772
"3.5.0",NA,"ssp245","gmst","degC",1996,0.30097933860114
"3.5.0",NA,"ssp245","gmst","degC",1997,0.342833322667737
"3.5.0",NA,"ssp245","gmst","degC",1998,0.380099185402415
"3.5.0",NA,"ssp245","gmst","degC",1999,0.424580592888717
"3.5.0",NA,"ssp245","gmst","degC",2000,0.465817636043482
"3.5.0",NA,"ssp245","gmst","degC",2001,0.500761971761248
"3.5.0",NA,"ssp245","gmst","degC",2002,0.525497329080515
"3.5.0",NA,"ssp245","gmst","degC",2003,0.544507925573567
"3.5.0",NA,"ssp245","gmst","degC",2004,0.565218232729043
"3.5.0",NA,"ssp245","gmst","degC",2005,0.581926659385633
"3.5.0",NA,"ssp245","gmst","degC",2006,0.594581007373427
"3.5.0",NA,"ssp245","gmst","degC",2007,0.612965698973175
"3.5.0",NA,"ssp245","gmst","degC",2008,0.637240547788991
"3.5.0",NA,"ssp245","gmst","degC",2009,0.661445935745928
"3.5.0",NA,"ssp245","gmst","degC",2010,0.686475151825509
"3.5.0",NA,"ssp245","gmst","degC",2011,0.709948042228356
"3.5.0",NA,"ssp245","gmst","degC",2012,0.73250730738583
"3.5.0",NA,"ssp245","gmst","degC",2013,0.760120624419358
"3.5.0",NA,"ssp245","gmst","degC",2014,0.782575696965524
"3.5.0",NA,"ssp245","gmst","degC",2015,0.814011538848647
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1750,277.309117699527
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1751,277.335763879223
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1752,277.362674174179
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1753,277.389933629502
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1754,277.416876558391
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1755,277.442829607646
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1756,277.466436534165
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1757,277.466354702383
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1758,277.471316176657
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1759,277.48677957618
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1760,277.5088593834
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1761,277.533757648977
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1762,277.560450491917
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1763,277.495241580921
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1764,277.429583458829
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1765,277.408124690829
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1766,277.417210836824
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1767,277.409065123496
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1768,277.390558597062
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1769,277.394729075768
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1770,277.418241395489
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1771,277.438686732537
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1772,277.464641766312
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1773,277.499064668656
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1774,277.538253547432
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1775,277.578205211703
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1776,277.619072886115
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1777,277.660450666508
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1778,277.70126603339
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1779,277.74127320341
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1780,277.781245457509
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1781,277.820221640709
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1782,277.859536779309
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1783,277.898821775839
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1784,277.755484026376
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1785,277.367019772055
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1786,277.11491168704
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1787,277.009592481977
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1788,277.003249221453
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1789,277.051970304071
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1790,277.126933030813
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1791,277.211820766715
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1792,277.300271066506
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1793,277.389031108473
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1794,277.476562715219
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1795,277.561416196164
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1796,277.645266277447
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1797,277.716154315928
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1798,277.77171350872
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1799,277.831492297544
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1800,277.902451661495
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1801,277.980775766055
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1802,278.063178296936
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1803,278.148189801013
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1804,278.233500386956
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1805,278.319978360973
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1806,278.406510812263
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1807,278.490807846386
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1808,278.573618531918
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1809,278.653545042766
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1810,278.373558655646
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1811,278.091882584265
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1812,277.96476380725
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1813,277.970092441042
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1814,278.051439607951
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1815,278.169107696418
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1816,277.976760750064
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1817,277.56553652975
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1818,277.341216277428
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1819,277.325422887893
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1820,277.436119026133
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1821,277.608462152447
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1822,277.797867114257
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1823,277.992120939918
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1824,278.156288457214
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1825,278.329810561177
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1826,278.521672492977
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1827,278.726277633661
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1828,278.937645181886
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1829,279.150737319452
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1830,279.364969946868
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1831,279.582492128155
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1832,279.573915894717
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1833,279.540780607448
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1834,279.614220389224
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1835,279.776946710509
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1836,279.825166430033
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1837,279.880349114061
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1838,280.022869864763
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1839,280.234379488426
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1840,280.483711123862
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1841,280.750810854002
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1842,281.024780511054
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1843,281.301683910798
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1844,281.579845514553
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1845,281.859445785918
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1846,282.13999055098
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1847,282.403849030548
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1848,282.667272251248
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1849,282.938157450472
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1850,283.217541873789
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1851,283.502862277171
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1852,283.784582971091
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1853,284.091097762591
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1854,284.368664295508
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1855,284.628553708725
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1856,284.887671764996
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1857,285.148686280582
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1858,285.389452306911
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1859,285.631407727613
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1860,285.881662111653
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1861,286.135882371955
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1862,286.386119842115
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1863,286.52862780487
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1864,286.675330498657
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1865,286.857447867682
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1866,287.062393112443
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1867,287.276422437791
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1868,287.492422081822
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1869,287.704287826672
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1870,287.914122703729
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1871,288.119158850691
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1872,288.33253689135
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1873,288.589420905923
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1874,288.817465417457
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1875,289.037525370321
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1876,289.261037355711
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1877,289.481535321935
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1878,289.702272848146
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1879,289.920575519327
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1880,290.139498594003
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1881,290.360097945785
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1882,290.589257179269
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1883,290.79503505787
"3.2.0","a61d64","ssp245","CO2_concentration","ppmv CO2",1884,290.952390530955
